DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_
Av. Regimiento De Patricios,"61","230000","15456000","3785","254336","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
California al 2200,"632","480000","32256000","759","51038","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Pi Y Margall 1200,"72","165000","11088000","2292","154000","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Herrera 1700,"100","420000","28224000","4200","282240","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
BARRACAS,"55","135000","9072000","2455","164945","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
RUY DIAZ DE GUZMAN,"36","68000","4569600","1889","126933","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Santa Magdalena,"115","90000","6048000","783","52591","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Av. Regimiento de los Patricios y Suarez,"251","400000","26880000","1594","107092","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Av. Regimiento de Patricios al 1600,"413","600000","40320000","1453","97627","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
BOLIVAR,"114","320000","21504000","2807","188632","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Rio Limay,"100","250000","16800000","2500","168000","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Suarez al 1500,"540","580000","38976000","1074","72178","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
AV PATRICIOS,"35","150000","10080000","4286","288000","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
"JOVELLANOS, G. M. DE","25","60000","4032000","2400","161280","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Avenida Montes de Oca 400,"200","1000000","67200000","5000","336000","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Ituzaingo al 600,"57","39000","2620800","684","45979","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Gral. Gregorio Araoz de Lamadrid y Hornos,"69","60000","4032000","870","58435","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Mirave al 2700,"305","240000","16128000","787","52879","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Luzuriaga 300,"131","72000","4838400","550","36934","0",,"67",SEGUNDO,BARRACAS ESTE,"4"
Pje Fecundidad,"51","60000","4032000","1176","79059","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
Directorio 4490,"30","95000","6384000","3167","212800","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
Florentino Ameghino 1500,"358","300000","20160000","838","56313","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
M Martinez Castro,"88","95000","6384000","1080","72545","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
LAGUNA,"460","250000","16800000","543","36522","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
Olivera 1400,"21","40000","2688000","1905","128000","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
Ameghino,"67","95000","6384000","1418","95284","0",,"67",SEGUNDO,PARQUE AVELLANEDA,"9"
Jose A Miralla,"26","33000","2217600","1269","85292","0",,"67",SEGUNDO,VILLA LUGANO,"8"
Chilavert 5677,"63","48000","3225600","762","51200","0",,"67",SEGUNDO,VILLA LUGANO,"8"
Martiniano Leguizamon al 4300,"250","250000","16800000","1000","67200","0",,"67",SEGUNDO,VILLA LUGANO,"8"
MURGUIONDO,"76","89000","5980800","1171","78695","0",,"67",SEGUNDO,VILLA LUGANO,"8"
Murguiondo 4470,"90","154000","10348800","1711","114987","0",,"67",SEGUNDO,VILLA LUGANO,"8"
Escalada,"44","120000","8064000","2727","183273","0",,"67",SEGUNDO,VILLA LUGANO,"8"
CORVALAN 3300,"149","129900","8729280","872","58586","0",,"67",SEGUNDO,VILLA LUGANO,"8"
UNANUE,"330","199000","13372800","603","40524","0",,"67",SEGUNDO,VILLA LUGANO,"8"
"BONIFACIO, JOSÉ","118","446515","30005800","3784","254286","0",,"67",SEGUNDO,FLORES NORTE,"7"
Yerbal 1800,"280","468000","31449600","1671","112320","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av Curapaligue,"188","330000","22176000","1755","117957","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","38","39900","2681280","1050","70560","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","24","26500","1780800","1104","74200","0",,"67",SEGUNDO,FLORES NORTE,"7"
Alberdi,"108","270000","18144000","2500","168000","0",,"67",SEGUNDO,FLORES NORTE,"7"
Fray cayetano Rodriguez,"125","85000","5712000","680","45696","0",,"67",SEGUNDO,FLORES NORTE,"7"
AV. JUAN BAUTISTA ALBERDI,"39","90000","6048000","2308","155077","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","64","85500","5745600","1336","89775","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av. Rivadavia al 6800,"128","171000","11491200","1336","89775","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"125","330000","22176000","2640","177408","0",,"67",SEGUNDO,FLORES NORTE,"7"
Boyaca,"113","500000","33600000","4425","297345","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","22","20500","1377600","932","62618","0",,"67",SEGUNDO,FLORES NORTE,"7"
RAMÓN FALCÓN,"54","135000","9072000","2500","168000","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pavillon San Jose- Local,"52","115000","7728000","2212","148615","0",,"67",SEGUNDO,FLORES NORTE,"7"
Bogotá al 2100,"61","170000","11424000","2787","187279","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av. Rivadavia 6800,"128","150000","10080000","1172","78750","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"180","605000","40656000","3361","225867","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","21","24500","1646400","1167","78400","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","22","26500","1780800","1205","80945","0",,"67",SEGUNDO,FLORES NORTE,"7"
Yerbal,"120","170000","11424000","1417","95200","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av Rivadavia 6817,"22","39900","2681280","1814","121876","0",,"67",SEGUNDO,FLORES NORTE,"7"
Culpina,"30","80000","5376000","2667","179200","0",,"67",SEGUNDO,FLORES NORTE,"7"
Boyaca al 600,"215","245000","16464000","1140","76577","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"52","115000","7728000","2212","148615","0",,"67",SEGUNDO,FLORES NORTE,"7"
Juan Bautista Alberdi  al 2800,"27","115000","7728000","4259","286222","0",,"67",SEGUNDO,FLORES NORTE,"7"
Rivadavia 6743,"14","55000","3696000","3929","264000","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","25","33000","2217600","1320","88704","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","32","36000","2419200","1125","75600","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","35","42500","2856000","1214","81600","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"158","520000","34944000","3291","221165","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"747","1470000","98784000","1968","132241","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","23","28500","1915200","1239","83270","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pavillon San Jose - Local - Pedernera 50 - Flores,"752","1470000","98784000","1955","131362","0",,"67",SEGUNDO,FLORES NORTE,"7"
RIVERA INDARTE 182,"144","220000","14784000","1528","102667","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"113","260000","17472000","2301","154619","0",,"67",SEGUNDO,FLORES NORTE,"7"
Lafuente al 300,"17","58000","3897600","3412","229271","0",,"67",SEGUNDO,FLORES NORTE,"7"
Argerich al 700,"340","980000","65856000","2882","193694","0",,"67",SEGUNDO,FLORES NORTE,"7"
Boyaca,"65","300000","20160000","4615","310154","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"123","300000","20160000","2439","163902","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av Nazca,"52","196800","13224960","3785","254326","0",,"67",SEGUNDO,FLORES NORTE,"7"
CARACAS al 1000,"519","340000","22848000","655","44023","0",,"67",SEGUNDO,FLORES NORTE,"7"
Lautaro,"47","145000","9744000","3085","207319","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","19","33000","2217600","1737","116716","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"111","270000","18144000","2432","163459","0",,"67",SEGUNDO,FLORES NORTE,"7"
"RIVADAVIA, AVDA. al 7000","28","33000","2217600","1179","79200","0",,"67",SEGUNDO,FLORES NORTE,"7"
AV. JUAN BAUTISTA ALBERDI,"36","90000","6048000","2500","168000","0",,"67",SEGUNDO,FLORES NORTE,"7"
Yerbal entre Gral Artigas y Bolivia,"33","54500","3662400","1652","110982","0",,"67",SEGUNDO,FLORES NORTE,"7"
Rivadavia 6743,"11","42000","2822400","3818","256582","0",,"67",SEGUNDO,FLORES NORTE,"7"
Membrillar,"34","23500","1579200","691","46447","0",,"67",SEGUNDO,FLORES NORTE,"7"
Pedernera,"223","680000","45696000","3049","204915","0",,"67",SEGUNDO,FLORES NORTE,"7"
Yerbal y Gral Artigas,"19","38500","2587200","2026","136168","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av Rivadavia,"120","149900","10073280","1250","84007","0",,"67",SEGUNDO,FLORES NORTE,"7"
Rivadavia 6800,"33","52000","3494400","1576","105891","0",,"67",SEGUNDO,FLORES NORTE,"7"
Terrada al 500,"130","450000","30240000","3462","232615","0",,"67",SEGUNDO,FLORES NORTE,"7"
Argerich al 800,"100","400000","26880000","4000","268800","0",,"67",SEGUNDO,FLORES NORTE,"7"
Av. Alberdi,"55","137000","9206400","2491","167389","0",,"67",SEGUNDO,FLORES NORTE,"7"
Yerbal al 2100 - LOCAL,"165","210000","14112000","1273","85527","0",,"67",SEGUNDO,FLORES NORTE,"7"
"SALGUERO, JERONIMO 500","35","105000","8610000","3000","246000","20",,"82",CUARTO,ALMAGRO,"5"
BILLINGHURST 900,"114","350000","28700000","3070","251754","5",,"82",CUARTO,ALMAGRO,"5"
CORRIENTES 4200,"405","890000","72980000","2198","180198","48",,"82",CUARTO,ALMAGRO,"5"
ESTADO DE ISRAEL 4700,"95","250000","20500000","2632","215789","0",,"82",CUARTO,ALMAGRO,"5"
PRINGLES 600,"29","99000","8118000","3414","279931","0",,"82",CUARTO,ALMAGRO,"5"
BULNES 200,"98","83000","6806000","847","69449","0",,"82",CUARTO,ALMAGRO,"5"
SARMIENTO 41000,"65","250000","20500000","3846","315385","0",,"82",CUARTO,ALMAGRO,"5"
"ACUÑA DE FIGUEROA, FRANCISCO 900","60","90000","7380000","1500","123000","0",,"82",CUARTO,ALMAGRO,"5"
MEDRANO 400,"391","685000","56170000","1752","143657","90",,"82",CUARTO,ALMAGRO,"5"
VENEZUELA 3700,"450","750000","61500000","1667","136667","40",,"82",CUARTO,ALMAGRO,"5"
MAZA 800,"145","220000","18040000","1517","124414","0",,"82",CUARTO,ALMAGRO,"5"
BOEDO 700,"38","195000","15990000","5132","420789","0",,"82",CUARTO,ALMAGRO,"5"
MEDRANO 100,"54","180000","14760000","3333","273333","25",,"82",CUARTO,ALMAGRO,"5"
"ACUÑA DE FIGUEROA, FRANCISCO 1200","42","289000","23698000","6881","564238","0",,"82",CUARTO,ALMAGRO,"5"
"ACUÑA DE FIGUEROA, FRANCISCO 1200","42","289000","23698000","6881","564238","0",,"82",CUARTO,ALMAGRO,"5"
BOULOGNE SUR MER 500,"40","159000","13038000","3975","325950","0",,"82",CUARTO,BALVANERA,"3"
"YRIGOYEN, HIPOLITO 3100","36","177000","14514000","4917","403167","0",,"82",CUARTO,BALVANERA,"3"
RIVADAVIA 3100,"270","320000","26240000","1185","97185","70",,"82",CUARTO,BALVANERA,"3"
LAVALLE 2000,"100","149000","12218000","1490","122180","35",,"82",CUARTO,BALVANERA,"3"
"ALSINA, ADOLFO 2700","140","139000","11398000","993","81414","25",,"82",CUARTO,BALVANERA,"3"
MORENO 2915,"50","69990","5739180","1400","114784","0",,"82",CUARTO,BALVANERA,"3"
MORENO 2600,"60","79000","6478000","1317","107967","50",,"82",CUARTO,BALVANERA,"3"
ALBERTI 300,"92","90000","7380000","978","80217","0",,"82",CUARTO,BALVANERA,"3"
PUEYRREDON 500,"90","850000","69700000","9444","774444","15",,"82",CUARTO,BALVANERA,"3"
LA RIOJA 286,"153","180000","14760000","1176","96471","30",,"82",CUARTO,BALVANERA,"3"
"GOMEZ, VALENTIN 2792","85","370000","30340000","4353","356941","30",,"82",CUARTO,BALVANERA,"3"
"ANCHORENA, TOMAS M. DE, DR 300","114","148700","12193400","1304","106960","48",,"82",CUARTO,BALVANERA,"3"
VIAMONTE 2100,"144","350000","28700000","2431","199306","0",,"82",CUARTO,BALVANERA,"3"
TUCUMAN 2200,"140","550000","45100000","3929","322143","45",,"82",CUARTO,BALVANERA,"3"
BELGRANO 2500,"180","290000","23780000","1611","132111","0",,"82",CUARTO,BALVANERA,"3"
"YRIGOYEN, HIPOLITO 2400","23","80000","6560000","3478","285217","0",,"82",CUARTO,BALVANERA,"3"
CORRIENTES 2500,"106","99000","8118000","934","76585","35",,"82",CUARTO,BALVANERA,"3"
CORRIENTES 2445,"460","150000","12300000","326","26739","30",,"82",CUARTO,BALVANERA,"3"
"GOMEZ, VALENTIN 3000","60","75000","6150000","1250","102500","0",,"82",CUARTO,BALVANERA,"3"
SAAVEDRA 300,"125","155000","12710000","1240","101680","50",,"82",CUARTO,BALVANERA,"3"
"URQUIZA, Gral. 100","56","84000","6888000","1500","123000","40",,"82",CUARTO,BALVANERA,"3"
"JAURES, JEAN 400","122","150000","12300000","1230","100820","0",,"82",CUARTO,BALVANERA,"3"
MEXICO 2500,"66","122000","10004000","1848","151576","50",,"82",CUARTO,BALVANERA,"3"
BELGRANO 2600,"67","250000","20500000","3731","305970","0",,"82",CUARTO,BALVANERA,"3"
RIVADAVIA 1900,"1929","900000","73800000","467","38258","0",,"82",CUARTO,BALVANERA,"3"
"URQUIZA, Gral. 300","56","80000","6560000","1429","117143","81",,"82",CUARTO,BALVANERA,"3"
TUCUMAN 2200,"160","475000","38950000","2969","243438","50",,"82",CUARTO,BALVANERA,"3"
TUCUMAN 2700,"173","189000","15498000","1092","89584","55",,"82",CUARTO,BALVANERA,"3"
CORRIENTES 2500,"187","1700000","139400000","9091","745455","30",,"82",CUARTO,BALVANERA,"3"
"ANCHORENA, TOMAS M. DE, DR 300","882","530000","43460000","601","49274","0",,"82",CUARTO,BALVANERA,"3"
TUCUMAN 2600,"75","230000","18860000","3067","251467","0",,"82",CUARTO,BALVANERA,"3"
TUCUMAN 2700,"113","185000","15170000","1637","134248","45",,"82",CUARTO,BALVANERA,"3"
DEAN FUNES 500,"30","59000","4838000","1967","161267","0",,"82",CUARTO,BALVANERA,"3"
CORRIENTES 23000,"16","69000","5658000","4312","353625","30",,"82",CUARTO,BALVANERA,"3"
"YRIGOYEN, HIPOLITO 2400","23","80000","6560000","3478","285217","25",,"82",CUARTO,BALVANERA,"3"
PASTEUR 300,"100","1100000","90200000","11000","902000","0",,"82",CUARTO,BALVANERA,"3"
"PERON, JUAN DOMINGO, TTE. 1900","103","80000","6560000","777","63689","0",,"82",CUARTO,BALVANERA,"3"
PASTEUR 700,"100","168000","13776000","1680","137760","30",,"82",CUARTO,BALVANERA,"3"
PASTEUR 700,"100","168000","13776000","1680","137760","30",,"82",CUARTO,BALVANERA,"3"
PASTEUR 200,"100","1300000","106600000","13000","1066000","0",,"82",CUARTO,BALVANERA,"3"
ESTADOS UNIDOS 900,"31","70000","5740000","2258","185161","0",,"82",CUARTO,CONSTITUCION,"1"
SALTA 900,"127","135000","11070000","1063","87165","65",,"82",CUARTO,CONSTITUCION,"1"
"GARAY, JUAN DE 900","133","258000","21156000","1940","159068","80",,"82",CUARTO,CONSTITUCION,"1"
SAN JUAN 1302,"78","90000","7380000","1154","94615","30",,"82",CUARTO,CONSTITUCION,"1"
SALTA 1100,"70","83000","6806000","1186","97229","50",,"82",CUARTO,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1400","1400","3600000","295200000","2571","210857","0",,"82",CUARTO,CONSTITUCION,"1"
SALTA 1000,"80","139000","11398000","1738","142475","0",,"82",CUARTO,CONSTITUCION,"1"
"GARAY, JUAN DE 1400","28","42000","3444000","1500","123000","70",,"82",CUARTO,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1340","1340","450000","36900000","336","27537","5",,"82",CUARTO,CONSTITUCION,"1"
CONSTITUCION 1200,"30","39000","3198000","1300","106600","36",,"82",CUARTO,CONSTITUCION,"1"
INDEPENDENCIA 1200,"26","119800","9823600","4608","377831","0",,"82",CUARTO,CONSTITUCION,"1"
